Pair,Predictor
28204,LE_LAG1
28205,LSWI_LEAD1
28205,LE_LAG2
28206,LSWI_LEAD1
28206,LE_LAG3
28207,LSWI_LEAD1
28207,LE_LEAD1
28208,LSWI_LEAD1
28208,LE_LEAD2
28209,LSWI_LEAD1
28209,LE_LEAD3
28210,LSWI_LEAD2
28210,LSWI_LEAD3
28211,LSWI_LEAD2
28211,soilwater_LAG4
28212,LSWI_LEAD2
28212,soilwater_LAG8
28213,LSWI_LEAD2
28213,soilwater_LAG12
28214,LSWI_LEAD2
28214,soilwater_LEAD4
28215,LSWI_LEAD2
28215,soilwater_LEAD8
28216,LSWI_LEAD2
28216,soilwater_LEAD12
28217,LSWI_LEAD2
28217,soilwaterS_LAG4
28218,LSWI_LEAD2
28218,soilwaterS_LAG8
28219,LSWI_LEAD2
28219,soilwaterS_LAG12
28220,LSWI_LEAD2
28220,soilwaterS_LEAD4
28221,LSWI_LEAD2
28221,soilwaterS_LEAD8
28222,LSWI_LEAD2
28222,soilwaterS_LEAD12
28223,LSWI_LEAD2
28223,aet_LAG4
28224,LSWI_LEAD2
28224,aet_LAG8
28225,LSWI_LEAD2
28225,aet_LAG12
28226,LSWI_LEAD2
28226,aet_LEAD4
28227,LSWI_LEAD2
28227,aet_LEAD8
28228,LSWI_LEAD2
28228,aet_LEAD12
28229,LSWI_LEAD2
28229,aetS_LAG4
28230,LSWI_LEAD2
28230,aetS_LAG8
28231,LSWI_LEAD2
28231,aetS_LAG12
28232,LSWI_LEAD2
28232,aetS_LEAD4
28233,LSWI_LEAD2
28233,aetS_LEAD8
28234,LSWI_LEAD2
28234,aetS_LEAD12
28235,LSWI_LEAD2
28235,TA_LAG1
28236,LSWI_LEAD2
28236,TA_LAG2
28237,LSWI_LEAD2
28237,TA_LAG3
28238,LSWI_LEAD2
28238,TA_LEAD1
28239,LSWI_LEAD2
28239,TA_LEAD2
28240,LSWI_LEAD2
28240,TA_LEAD3
28241,LSWI_LEAD2
28241,SW_IN_LAG1
28242,LSWI_LEAD2
28242,SW_IN_LAG2
28243,LSWI_LEAD2
28243,SW_IN_LAG3
28244,LSWI_LEAD2
28244,SW_IN_LEAD1
28245,LSWI_LEAD2
28245,SW_IN_LEAD3
28246,LSWI_LEAD2
28246,LW_IN_LAG1
28247,LSWI_LEAD2
28247,LW_IN_LAG2
28248,LSWI_LEAD2
28248,LW_IN_LAG3
28249,LSWI_LEAD2
28249,LW_IN_LEAD1
28250,LSWI_LEAD2
28250,LW_IN_LEAD2
28251,LSWI_LEAD2
28251,LW_IN_LEAD3
28252,LSWI_LEAD2
28252,PA_LAG1
28253,LSWI_LEAD2
28253,PA_LAG2
28254,LSWI_LEAD2
28254,PA_LAG3
28255,LSWI_LEAD2
28255,PA_LEAD1
28256,LSWI_LEAD2
28256,PA_LEAD2
28257,LSWI_LEAD2
28257,PA_LEAD3
28258,LSWI_LEAD2
28258,VPD_LAG1
28259,LSWI_LEAD2
28259,VPD_LAG2
28260,LSWI_LEAD2
28260,VPD_LAG3
28261,LSWI_LEAD2
28261,VPD_LEAD1
28262,LSWI_LEAD2
28262,VPD_LEAD2
28263,LSWI_LEAD2
28263,VPD_LEAD3
28264,LSWI_LEAD2
28264,P_LAG1
28265,LSWI_LEAD2
28265,P_LAG2
28266,LSWI_LEAD2
28266,P_LAG3
28267,LSWI_LEAD2
28267,P_LEAD1
28268,LSWI_LEAD2
28268,P_LEAD2
28269,LSWI_LEAD2
28269,P_LEAD3
28270,LSWI_LEAD2
28270,NEE_LAG1
28271,LSWI_LEAD2
28271,NEE_LAG2
28272,LSWI_LEAD2
28272,NEE_LAG3
28273,LSWI_LEAD2
28273,NEE_LEAD1
28274,LSWI_LEAD2
28274,NEE_LEAD2
28275,LSWI_LEAD2
28275,NEE_LEAD3
28276,LSWI_LEAD2
28276,GPP_LAG1
28277,LSWI_LEAD2
28277,GPP_LAG2
28278,LSWI_LEAD2
28278,GPP_LAG3
28279,LSWI_LEAD2
28279,GPP_LEAD1
28280,LSWI_LEAD2
28280,GPP_LEAD2
28281,LSWI_LEAD2
28281,GPP_LEAD3
28282,LSWI_LEAD2
28282,RECO_LAG1
28283,LSWI_LEAD2
28283,RECO_LAG2
28284,LSWI_LEAD2
28284,RECO_LAG3
28285,LSWI_LEAD2
28285,RECO_LEAD1
28286,LSWI_LEAD2
28286,RECO_LEAD2
28287,LSWI_LEAD2
28287,RECO_LEAD3
28288,LSWI_LEAD2
28288,LE_LAG1
28289,LSWI_LEAD2
28289,LE_LAG2
28290,LSWI_LEAD2
28290,LE_LAG3
28291,LSWI_LEAD2
28291,LE_LEAD1
28292,LSWI_LEAD2
28292,LE_LEAD2
28293,LSWI_LEAD2
28293,LE_LEAD3
28294,LSWI_LEAD3
28294,soilwater_LAG4
28295,LSWI_LEAD3
28295,soilwater_LAG8
28296,LSWI_LEAD3
28296,soilwater_LAG12
28297,LSWI_LEAD3
28297,soilwater_LEAD4
28298,LSWI_LEAD3
28298,soilwater_LEAD8
28299,LSWI_LEAD3
28299,soilwater_LEAD12
28300,LSWI_LEAD3
28300,soilwaterS_LAG4
28301,LSWI_LEAD3
28301,soilwaterS_LAG8
28302,LSWI_LEAD3
28302,soilwaterS_LAG12
28303,LSWI_LEAD3
28303,soilwaterS_LEAD4
28304,LSWI_LEAD3
28304,soilwaterS_LEAD8
28305,LSWI_LEAD3
28305,soilwaterS_LEAD12
28306,LSWI_LEAD3
28306,aet_LAG4
28307,LSWI_LEAD3
28307,aet_LAG8
28308,LSWI_LEAD3
28308,aet_LAG12
28309,LSWI_LEAD3
28309,aet_LEAD4
28310,LSWI_LEAD3
28310,aet_LEAD8
28311,LSWI_LEAD3
28311,aet_LEAD12
28312,LSWI_LEAD3
28312,aetS_LAG4
28313,LSWI_LEAD3
28313,aetS_LAG8
28314,LSWI_LEAD3
28314,aetS_LAG12
28315,LSWI_LEAD3
28315,aetS_LEAD4
28316,LSWI_LEAD3
28316,aetS_LEAD8
28317,LSWI_LEAD3
28317,aetS_LEAD12
28318,LSWI_LEAD3
28318,TA_LAG1
28319,LSWI_LEAD3
28319,TA_LAG2
28320,LSWI_LEAD3
28320,TA_LAG3
28321,LSWI_LEAD3
28321,TA_LEAD1
28322,LSWI_LEAD3
28322,TA_LEAD2
28323,LSWI_LEAD3
28323,TA_LEAD3
28324,LSWI_LEAD3
28324,SW_IN_LAG1
28325,LSWI_LEAD3
28325,SW_IN_LAG2
28326,LSWI_LEAD3
28326,SW_IN_LAG3
28327,LSWI_LEAD3
28327,SW_IN_LEAD1
28328,LSWI_LEAD3
28328,SW_IN_LEAD3
28329,LSWI_LEAD3
28329,LW_IN_LAG1
28330,LSWI_LEAD3
28330,LW_IN_LAG2
28331,LSWI_LEAD3
28331,LW_IN_LAG3
28332,LSWI_LEAD3
28332,LW_IN_LEAD1
28333,LSWI_LEAD3
28333,LW_IN_LEAD2
28334,LSWI_LEAD3
28334,LW_IN_LEAD3
28335,LSWI_LEAD3
28335,PA_LAG1
28336,LSWI_LEAD3
28336,PA_LAG2
28337,LSWI_LEAD3
28337,PA_LAG3
28338,LSWI_LEAD3
28338,PA_LEAD1
28339,LSWI_LEAD3
28339,PA_LEAD2
28340,LSWI_LEAD3
28340,PA_LEAD3
28341,LSWI_LEAD3
28341,VPD_LAG1
28342,LSWI_LEAD3
28342,VPD_LAG2
28343,LSWI_LEAD3
28343,VPD_LAG3
28344,LSWI_LEAD3
28344,VPD_LEAD1
28345,LSWI_LEAD3
28345,VPD_LEAD2
28346,LSWI_LEAD3
28346,VPD_LEAD3
28347,LSWI_LEAD3
28347,P_LAG1
28348,LSWI_LEAD3
28348,P_LAG2
28349,LSWI_LEAD3
28349,P_LAG3
28350,LSWI_LEAD3
28350,P_LEAD1
28351,LSWI_LEAD3
28351,P_LEAD2
28352,LSWI_LEAD3
28352,P_LEAD3
28353,LSWI_LEAD3
28353,NEE_LAG1
28354,LSWI_LEAD3
28354,NEE_LAG2
28355,LSWI_LEAD3
28355,NEE_LAG3
28356,LSWI_LEAD3
28356,NEE_LEAD1
28357,LSWI_LEAD3
28357,NEE_LEAD2
28358,LSWI_LEAD3
28358,NEE_LEAD3
28359,LSWI_LEAD3
28359,GPP_LAG1
28360,LSWI_LEAD3
28360,GPP_LAG2
28361,LSWI_LEAD3
28361,GPP_LAG3
28362,LSWI_LEAD3
28362,GPP_LEAD1
28363,LSWI_LEAD3
28363,GPP_LEAD2
28364,LSWI_LEAD3
28364,GPP_LEAD3
28365,LSWI_LEAD3
28365,RECO_LAG1
28366,LSWI_LEAD3
28366,RECO_LAG2
28367,LSWI_LEAD3
28367,RECO_LAG3
28368,LSWI_LEAD3
28368,RECO_LEAD1
28369,LSWI_LEAD3
28369,RECO_LEAD2
28370,LSWI_LEAD3
28370,RECO_LEAD3
28371,LSWI_LEAD3
28371,LE_LAG1
28372,LSWI_LEAD3
28372,LE_LAG2
28373,LSWI_LEAD3
28373,LE_LAG3
28374,LSWI_LEAD3
28374,LE_LEAD1
28375,LSWI_LEAD3
28375,LE_LEAD2
28376,LSWI_LEAD3
28376,LE_LEAD3
28377,soilwater_LAG4
28377,soilwater_LAG8
28378,soilwater_LAG4
28378,soilwater_LAG12
28379,soilwater_LAG4
28379,soilwater_LEAD4
28380,soilwater_LAG4
28380,soilwater_LEAD8
28381,soilwater_LAG4
28381,soilwater_LEAD12
28382,soilwater_LAG4
28382,soilwaterS_LAG4
28383,soilwater_LAG4
28383,soilwaterS_LAG8
28384,soilwater_LAG4
28384,soilwaterS_LAG12
28385,soilwater_LAG4
28385,soilwaterS_LEAD4
28386,soilwater_LAG4
28386,soilwaterS_LEAD8
28387,soilwater_LAG4
28387,soilwaterS_LEAD12
28388,soilwater_LAG4
28388,aet_LAG4
28389,soilwater_LAG4
28389,aet_LAG8
28390,soilwater_LAG4
28390,aet_LAG12
28391,soilwater_LAG4
28391,aet_LEAD4
28392,soilwater_LAG4
28392,aet_LEAD8
28393,soilwater_LAG4
28393,aet_LEAD12
28394,soilwater_LAG4
28394,aetS_LAG4
28395,soilwater_LAG4
28395,aetS_LAG8
28396,soilwater_LAG4
28396,aetS_LAG12
28397,soilwater_LAG4
28397,aetS_LEAD4
28398,soilwater_LAG4
28398,aetS_LEAD8
28399,soilwater_LAG4
28399,aetS_LEAD12
28400,soilwater_LAG4
28400,TA_LAG1
28401,soilwater_LAG4
28401,TA_LAG2
28402,soilwater_LAG4
28402,TA_LAG3
28403,soilwater_LAG4
28403,TA_LEAD1
28404,soilwater_LAG4
28404,TA_LEAD2
28405,soilwater_LAG4
28405,TA_LEAD3
28406,soilwater_LAG4
28406,SW_IN_LAG1
28407,soilwater_LAG4
28407,SW_IN_LAG2
28408,soilwater_LAG4
28408,SW_IN_LAG3
28409,soilwater_LAG4
28409,SW_IN_LEAD1
28410,soilwater_LAG4
28410,SW_IN_LEAD3
28411,soilwater_LAG4
28411,LW_IN_LAG1
28412,soilwater_LAG4
28412,LW_IN_LAG2
28413,soilwater_LAG4
28413,LW_IN_LAG3
28414,soilwater_LAG4
28414,LW_IN_LEAD1
28415,soilwater_LAG4
28415,LW_IN_LEAD2
28416,soilwater_LAG4
28416,LW_IN_LEAD3
28417,soilwater_LAG4
28417,PA_LAG1
28418,soilwater_LAG4
28418,PA_LAG2
28419,soilwater_LAG4
28419,PA_LAG3
28420,soilwater_LAG4
28420,PA_LEAD1
28421,soilwater_LAG4
28421,PA_LEAD2
28422,soilwater_LAG4
28422,PA_LEAD3
28423,soilwater_LAG4
28423,VPD_LAG1
28424,soilwater_LAG4
28424,VPD_LAG2
28425,soilwater_LAG4
28425,VPD_LAG3
28426,soilwater_LAG4
28426,VPD_LEAD1
28427,soilwater_LAG4
28427,VPD_LEAD2
28428,soilwater_LAG4
28428,VPD_LEAD3
28429,soilwater_LAG4
28429,P_LAG1
28430,soilwater_LAG4
28430,P_LAG2
28431,soilwater_LAG4
28431,P_LAG3
28432,soilwater_LAG4
28432,P_LEAD1
28433,soilwater_LAG4
28433,P_LEAD2
28434,soilwater_LAG4
28434,P_LEAD3
28435,soilwater_LAG4
28435,NEE_LAG1
28436,soilwater_LAG4
28436,NEE_LAG2
28437,soilwater_LAG4
28437,NEE_LAG3
28438,soilwater_LAG4
28438,NEE_LEAD1
28439,soilwater_LAG4
28439,NEE_LEAD2
28440,soilwater_LAG4
28440,NEE_LEAD3
28441,soilwater_LAG4
28441,GPP_LAG1
28442,soilwater_LAG4
28442,GPP_LAG2
28443,soilwater_LAG4
28443,GPP_LAG3
28444,soilwater_LAG4
28444,GPP_LEAD1
28445,soilwater_LAG4
28445,GPP_LEAD2
28446,soilwater_LAG4
28446,GPP_LEAD3
28447,soilwater_LAG4
28447,RECO_LAG1
28448,soilwater_LAG4
28448,RECO_LAG2
28449,soilwater_LAG4
28449,RECO_LAG3
28450,soilwater_LAG4
28450,RECO_LEAD1
28451,soilwater_LAG4
28451,RECO_LEAD2
28452,soilwater_LAG4
28452,RECO_LEAD3
28453,soilwater_LAG4
28453,LE_LAG1
28454,soilwater_LAG4
28454,LE_LAG2
28455,soilwater_LAG4
28455,LE_LAG3
28456,soilwater_LAG4
28456,LE_LEAD1
28457,soilwater_LAG4
28457,LE_LEAD2
28458,soilwater_LAG4
28458,LE_LEAD3
28459,soilwater_LAG8
28459,soilwater_LAG12
28460,soilwater_LAG8
28460,soilwater_LEAD4
28461,soilwater_LAG8
28461,soilwater_LEAD8
28462,soilwater_LAG8
28462,soilwater_LEAD12
28463,soilwater_LAG8
28463,soilwaterS_LAG4
28464,soilwater_LAG8
28464,soilwaterS_LAG8
28465,soilwater_LAG8
28465,soilwaterS_LAG12
28466,soilwater_LAG8
28466,soilwaterS_LEAD4
28467,soilwater_LAG8
28467,soilwaterS_LEAD8
28468,soilwater_LAG8
28468,soilwaterS_LEAD12
28469,soilwater_LAG8
28469,aet_LAG4
28470,soilwater_LAG8
28470,aet_LAG8
28471,soilwater_LAG8
28471,aet_LAG12
28472,soilwater_LAG8
28472,aet_LEAD4
28473,soilwater_LAG8
28473,aet_LEAD8
28474,soilwater_LAG8
28474,aet_LEAD12
28475,soilwater_LAG8
28475,aetS_LAG4
28476,soilwater_LAG8
28476,aetS_LAG8
28477,soilwater_LAG8
28477,aetS_LAG12
28478,soilwater_LAG8
28478,aetS_LEAD4
28479,soilwater_LAG8
28479,aetS_LEAD8
28480,soilwater_LAG8
28480,aetS_LEAD12
28481,soilwater_LAG8
28481,TA_LAG1
28482,soilwater_LAG8
28482,TA_LAG2
28483,soilwater_LAG8
28483,TA_LAG3
28484,soilwater_LAG8
28484,TA_LEAD1
28485,soilwater_LAG8
28485,TA_LEAD2
28486,soilwater_LAG8
28486,TA_LEAD3
28487,soilwater_LAG8
28487,SW_IN_LAG1
28488,soilwater_LAG8
28488,SW_IN_LAG2
28489,soilwater_LAG8
28489,SW_IN_LAG3
28490,soilwater_LAG8
28490,SW_IN_LEAD1
28491,soilwater_LAG8
28491,SW_IN_LEAD3
28492,soilwater_LAG8
28492,LW_IN_LAG1
28493,soilwater_LAG8
28493,LW_IN_LAG2
28494,soilwater_LAG8
28494,LW_IN_LAG3
28495,soilwater_LAG8
28495,LW_IN_LEAD1
28496,soilwater_LAG8
28496,LW_IN_LEAD2
28497,soilwater_LAG8
28497,LW_IN_LEAD3
28498,soilwater_LAG8
28498,PA_LAG1
28499,soilwater_LAG8
28499,PA_LAG2
28500,soilwater_LAG8
28500,PA_LAG3
28501,soilwater_LAG8
28501,PA_LEAD1
28502,soilwater_LAG8
28502,PA_LEAD2
28503,soilwater_LAG8
28503,PA_LEAD3
28504,soilwater_LAG8
28504,VPD_LAG1
28505,soilwater_LAG8
28505,VPD_LAG2
28506,soilwater_LAG8
28506,VPD_LAG3
28507,soilwater_LAG8
28507,VPD_LEAD1
28508,soilwater_LAG8
28508,VPD_LEAD2
28509,soilwater_LAG8
28509,VPD_LEAD3
28510,soilwater_LAG8
28510,P_LAG1
28511,soilwater_LAG8
28511,P_LAG2
28512,soilwater_LAG8
28512,P_LAG3
28513,soilwater_LAG8
28513,P_LEAD1
28514,soilwater_LAG8
28514,P_LEAD2
28515,soilwater_LAG8
28515,P_LEAD3
28516,soilwater_LAG8
28516,NEE_LAG1
28517,soilwater_LAG8
28517,NEE_LAG2
28518,soilwater_LAG8
28518,NEE_LAG3
28519,soilwater_LAG8
28519,NEE_LEAD1
28520,soilwater_LAG8
28520,NEE_LEAD2
28521,soilwater_LAG8
28521,NEE_LEAD3
28522,soilwater_LAG8
28522,GPP_LAG1
28523,soilwater_LAG8
28523,GPP_LAG2
28524,soilwater_LAG8
28524,GPP_LAG3
28525,soilwater_LAG8
28525,GPP_LEAD1
28526,soilwater_LAG8
28526,GPP_LEAD2
28527,soilwater_LAG8
28527,GPP_LEAD3
28528,soilwater_LAG8
28528,RECO_LAG1
28529,soilwater_LAG8
28529,RECO_LAG2
28530,soilwater_LAG8
28530,RECO_LAG3
28531,soilwater_LAG8
28531,RECO_LEAD1
28532,soilwater_LAG8
28532,RECO_LEAD2
28533,soilwater_LAG8
28533,RECO_LEAD3
28534,soilwater_LAG8
28534,LE_LAG1
28535,soilwater_LAG8
28535,LE_LAG2
28536,soilwater_LAG8
28536,LE_LAG3
28537,soilwater_LAG8
28537,LE_LEAD1
28538,soilwater_LAG8
28538,LE_LEAD2
28539,soilwater_LAG8
28539,LE_LEAD3
28540,soilwater_LAG12
28540,soilwater_LEAD4
28541,soilwater_LAG12
28541,soilwater_LEAD8
28542,soilwater_LAG12
28542,soilwater_LEAD12
28543,soilwater_LAG12
28543,soilwaterS_LAG4
28544,soilwater_LAG12
28544,soilwaterS_LAG8
28545,soilwater_LAG12
28545,soilwaterS_LAG12
28546,soilwater_LAG12
28546,soilwaterS_LEAD4
28547,soilwater_LAG12
28547,soilwaterS_LEAD8
28548,soilwater_LAG12
28548,soilwaterS_LEAD12
28549,soilwater_LAG12
28549,aet_LAG4
28550,soilwater_LAG12
28550,aet_LAG8
28551,soilwater_LAG12
28551,aet_LAG12
28552,soilwater_LAG12
28552,aet_LEAD4
28553,soilwater_LAG12
28553,aet_LEAD8
28554,soilwater_LAG12
28554,aet_LEAD12
28555,soilwater_LAG12
28555,aetS_LAG4
28556,soilwater_LAG12
28556,aetS_LAG8
28557,soilwater_LAG12
28557,aetS_LAG12
28558,soilwater_LAG12
28558,aetS_LEAD4
28559,soilwater_LAG12
28559,aetS_LEAD8
28560,soilwater_LAG12
28560,aetS_LEAD12
28561,soilwater_LAG12
28561,TA_LAG1
28562,soilwater_LAG12
28562,TA_LAG2
28563,soilwater_LAG12
28563,TA_LAG3
28564,soilwater_LAG12
28564,TA_LEAD1
28565,soilwater_LAG12
28565,TA_LEAD2
28566,soilwater_LAG12
28566,TA_LEAD3
28567,soilwater_LAG12
28567,SW_IN_LAG1
28568,soilwater_LAG12
28568,SW_IN_LAG2
28569,soilwater_LAG12
28569,SW_IN_LAG3
28570,soilwater_LAG12
28570,SW_IN_LEAD1
28571,soilwater_LAG12
28571,SW_IN_LEAD3
28572,soilwater_LAG12
28572,LW_IN_LAG1
28573,soilwater_LAG12
28573,LW_IN_LAG2
28574,soilwater_LAG12
28574,LW_IN_LAG3
28575,soilwater_LAG12
28575,LW_IN_LEAD1
28576,soilwater_LAG12
28576,LW_IN_LEAD2
28577,soilwater_LAG12
28577,LW_IN_LEAD3
28578,soilwater_LAG12
28578,PA_LAG1
28579,soilwater_LAG12
28579,PA_LAG2
28580,soilwater_LAG12
28580,PA_LAG3
28581,soilwater_LAG12
28581,PA_LEAD1
28582,soilwater_LAG12
28582,PA_LEAD2
28583,soilwater_LAG12
28583,PA_LEAD3
28584,soilwater_LAG12
28584,VPD_LAG1
28585,soilwater_LAG12
28585,VPD_LAG2
28586,soilwater_LAG12
28586,VPD_LAG3
28587,soilwater_LAG12
28587,VPD_LEAD1
28588,soilwater_LAG12
28588,VPD_LEAD2
28589,soilwater_LAG12
28589,VPD_LEAD3
28590,soilwater_LAG12
28590,P_LAG1
28591,soilwater_LAG12
28591,P_LAG2
28592,soilwater_LAG12
28592,P_LAG3
28593,soilwater_LAG12
28593,P_LEAD1
28594,soilwater_LAG12
28594,P_LEAD2
28595,soilwater_LAG12
28595,P_LEAD3
28596,soilwater_LAG12
28596,NEE_LAG1
28597,soilwater_LAG12
28597,NEE_LAG2
28598,soilwater_LAG12
28598,NEE_LAG3
28599,soilwater_LAG12
28599,NEE_LEAD1
28600,soilwater_LAG12
28600,NEE_LEAD2
28601,soilwater_LAG12
28601,NEE_LEAD3
28602,soilwater_LAG12
28602,GPP_LAG1
28603,soilwater_LAG12
28603,GPP_LAG2
28604,soilwater_LAG12
28604,GPP_LAG3
28605,soilwater_LAG12
28605,GPP_LEAD1
28606,soilwater_LAG12
28606,GPP_LEAD2
28607,soilwater_LAG12
28607,GPP_LEAD3
28608,soilwater_LAG12
28608,RECO_LAG1
28609,soilwater_LAG12
28609,RECO_LAG2
28610,soilwater_LAG12
28610,RECO_LAG3
28611,soilwater_LAG12
28611,RECO_LEAD1
28612,soilwater_LAG12
28612,RECO_LEAD2
28613,soilwater_LAG12
28613,RECO_LEAD3
28614,soilwater_LAG12
28614,LE_LAG1
28615,soilwater_LAG12
28615,LE_LAG2
28616,soilwater_LAG12
28616,LE_LAG3
28617,soilwater_LAG12
28617,LE_LEAD1
28618,soilwater_LAG12
28618,LE_LEAD2
28619,soilwater_LAG12
28619,LE_LEAD3
28620,soilwater_LEAD4
28620,soilwater_LEAD8
28621,soilwater_LEAD4
28621,soilwater_LEAD12
28622,soilwater_LEAD4
28622,soilwaterS_LAG4
28623,soilwater_LEAD4
28623,soilwaterS_LAG8
28624,soilwater_LEAD4
28624,soilwaterS_LAG12
28625,soilwater_LEAD4
28625,soilwaterS_LEAD4
28626,soilwater_LEAD4
28626,soilwaterS_LEAD8
28627,soilwater_LEAD4
28627,soilwaterS_LEAD12
28628,soilwater_LEAD4
28628,aet_LAG4
28629,soilwater_LEAD4
28629,aet_LAG8
28630,soilwater_LEAD4
28630,aet_LAG12
28631,soilwater_LEAD4
28631,aet_LEAD4
28632,soilwater_LEAD4
28632,aet_LEAD8
28633,soilwater_LEAD4
28633,aet_LEAD12
28634,soilwater_LEAD4
28634,aetS_LAG4
28635,soilwater_LEAD4
28635,aetS_LAG8
28636,soilwater_LEAD4
28636,aetS_LAG12
28637,soilwater_LEAD4
28637,aetS_LEAD4
28638,soilwater_LEAD4
28638,aetS_LEAD8
28639,soilwater_LEAD4
28639,aetS_LEAD12
28640,soilwater_LEAD4
28640,TA_LAG1
28641,soilwater_LEAD4
28641,TA_LAG2
28642,soilwater_LEAD4
28642,TA_LAG3
28643,soilwater_LEAD4
28643,TA_LEAD1
28644,soilwater_LEAD4
28644,TA_LEAD2
28645,soilwater_LEAD4
28645,TA_LEAD3
28646,soilwater_LEAD4
28646,SW_IN_LAG1
28647,soilwater_LEAD4
28647,SW_IN_LAG2
28648,soilwater_LEAD4
28648,SW_IN_LAG3
28649,soilwater_LEAD4
28649,SW_IN_LEAD1
28650,soilwater_LEAD4
28650,SW_IN_LEAD3
28651,soilwater_LEAD4
28651,LW_IN_LAG1
28652,soilwater_LEAD4
28652,LW_IN_LAG2
28653,soilwater_LEAD4
28653,LW_IN_LAG3
28654,soilwater_LEAD4
28654,LW_IN_LEAD1
28655,soilwater_LEAD4
28655,LW_IN_LEAD2
28656,soilwater_LEAD4
28656,LW_IN_LEAD3
28657,soilwater_LEAD4
28657,PA_LAG1
28658,soilwater_LEAD4
28658,PA_LAG2
28659,soilwater_LEAD4
28659,PA_LAG3
28660,soilwater_LEAD4
28660,PA_LEAD1
28661,soilwater_LEAD4
28661,PA_LEAD2
28662,soilwater_LEAD4
28662,PA_LEAD3
28663,soilwater_LEAD4
28663,VPD_LAG1
28664,soilwater_LEAD4
28664,VPD_LAG2
28665,soilwater_LEAD4
28665,VPD_LAG3
28666,soilwater_LEAD4
28666,VPD_LEAD1
28667,soilwater_LEAD4
28667,VPD_LEAD2
28668,soilwater_LEAD4
28668,VPD_LEAD3
28669,soilwater_LEAD4
28669,P_LAG1
28670,soilwater_LEAD4
28670,P_LAG2
28671,soilwater_LEAD4
28671,P_LAG3
28672,soilwater_LEAD4
28672,P_LEAD1
28673,soilwater_LEAD4
28673,P_LEAD2
28674,soilwater_LEAD4
28674,P_LEAD3
28675,soilwater_LEAD4
28675,NEE_LAG1
28676,soilwater_LEAD4
28676,NEE_LAG2
28677,soilwater_LEAD4
28677,NEE_LAG3
28678,soilwater_LEAD4
28678,NEE_LEAD1
28679,soilwater_LEAD4
28679,NEE_LEAD2
28680,soilwater_LEAD4
28680,NEE_LEAD3
28681,soilwater_LEAD4
28681,GPP_LAG1
28682,soilwater_LEAD4
28682,GPP_LAG2
28683,soilwater_LEAD4
28683,GPP_LAG3
28684,soilwater_LEAD4
28684,GPP_LEAD1
28685,soilwater_LEAD4
28685,GPP_LEAD2
28686,soilwater_LEAD4
28686,GPP_LEAD3
28687,soilwater_LEAD4
28687,RECO_LAG1
28688,soilwater_LEAD4
28688,RECO_LAG2
28689,soilwater_LEAD4
28689,RECO_LAG3
28690,soilwater_LEAD4
28690,RECO_LEAD1
28691,soilwater_LEAD4
28691,RECO_LEAD2
28692,soilwater_LEAD4
28692,RECO_LEAD3
28693,soilwater_LEAD4
28693,LE_LAG1
28694,soilwater_LEAD4
28694,LE_LAG2
28695,soilwater_LEAD4
28695,LE_LAG3
28696,soilwater_LEAD4
28696,LE_LEAD1
28697,soilwater_LEAD4
28697,LE_LEAD2
28698,soilwater_LEAD4
28698,LE_LEAD3
28699,soilwater_LEAD8
28699,soilwater_LEAD12
28700,soilwater_LEAD8
28700,soilwaterS_LAG4
28701,soilwater_LEAD8
28701,soilwaterS_LAG8
28702,soilwater_LEAD8
28702,soilwaterS_LAG12
28703,soilwater_LEAD8
28703,soilwaterS_LEAD4
28704,soilwater_LEAD8
28704,soilwaterS_LEAD8
28705,soilwater_LEAD8
28705,soilwaterS_LEAD12
28706,soilwater_LEAD8
28706,aet_LAG4
28707,soilwater_LEAD8
28707,aet_LAG8
28708,soilwater_LEAD8
28708,aet_LAG12
28709,soilwater_LEAD8
28709,aet_LEAD4
28710,soilwater_LEAD8
28710,aet_LEAD8
28711,soilwater_LEAD8
28711,aet_LEAD12
28712,soilwater_LEAD8
28712,aetS_LAG4
28713,soilwater_LEAD8
28713,aetS_LAG8
28714,soilwater_LEAD8
28714,aetS_LAG12
28715,soilwater_LEAD8
28715,aetS_LEAD4
28716,soilwater_LEAD8
28716,aetS_LEAD8
28717,soilwater_LEAD8
28717,aetS_LEAD12
28718,soilwater_LEAD8
28718,TA_LAG1
28719,soilwater_LEAD8
28719,TA_LAG2
28720,soilwater_LEAD8
28720,TA_LAG3
28721,soilwater_LEAD8
28721,TA_LEAD1
28722,soilwater_LEAD8
28722,TA_LEAD2
28723,soilwater_LEAD8
28723,TA_LEAD3
28724,soilwater_LEAD8
28724,SW_IN_LAG1
28725,soilwater_LEAD8
28725,SW_IN_LAG2
28726,soilwater_LEAD8
28726,SW_IN_LAG3
28727,soilwater_LEAD8
28727,SW_IN_LEAD1
28728,soilwater_LEAD8
28728,SW_IN_LEAD3
28729,soilwater_LEAD8
28729,LW_IN_LAG1
28730,soilwater_LEAD8
28730,LW_IN_LAG2
28731,soilwater_LEAD8
28731,LW_IN_LAG3
28732,soilwater_LEAD8
28732,LW_IN_LEAD1
28733,soilwater_LEAD8
28733,LW_IN_LEAD2
28734,soilwater_LEAD8
28734,LW_IN_LEAD3
28735,soilwater_LEAD8
28735,PA_LAG1
28736,soilwater_LEAD8
28736,PA_LAG2
28737,soilwater_LEAD8
28737,PA_LAG3
28738,soilwater_LEAD8
28738,PA_LEAD1
